claim_id,anchor,unit_type,ordinal,doc_line,sha1,cls,cases,merge_group,canonical,merged_into,exclusion_reason,rule,note,text
C-s3-2-bullet-004,s3-2,bullet,4,176,6edcca9c084f775da37e3bc9b7658a5d2692fd5d,S,F3-1 F3-2,,,,,OVERRIDE:C-s3-2-bullet-004,,"Content Filters (hate, insults, sexual, violence, misconduct)"
C-s3-2-bullet-005,s3-2,bullet,5,177,5e2682ce8ade31e48b506515e55ba1ec7d99fd47,S,F3-5,,,,,OVERRIDE:C-s3-2-bullet-005,,Denied Topics (custom-defined)
C-s3-2-bullet-006,s3-2,bullet,6,178,811dafb84d1be7e3b24074a915d4976537b273da,E,F3-6 F1-26,,,,,OVERRIDE:C-s3-2-bullet-006,,Word Filters (custom blocklists)
C-s3-2-bullet-007,s3-2,bullet,7,179,9b887cee27f6e2f84bd89dbc1d7e384a716fdc17,S,F3-4 F1-9,,,,,OVERRIDE:C-s3-2-bullet-007,,Sensitive Information Filters (PII detection/redaction)
C-s3-2-bullet-008-a,s3-2,bullet,8,180,e75a272ca3edba90889ba4c590930714f26eda04,S,F5-6,M-prompt-attack-input-tagging,yes,,,OVERRIDE:C-s3-2-bullet-008-a,split-part a of C-s3-2-bullet-008,"PROMPT_ATTACK detection requires input tagging on InvokeModel  [split of: Prompt Attack detection — **requires input tagging on InvokeModel**: with InvokeModel / InvokeModelWithResponseStream, prompt-attack filtering is ONLY applied to content wrapped in input tags (""If there are no tags, prompt attacks … will not be filtered""). Use a random `tagSuffix` per request to prevent tag-injection. **Converse/ConverseStream behave differently**: message content is evaluated by default with no tagging needed — but once you add ANY `guardContent` block, the guardrail evaluates ONLY the guarded blocks and skips the rest (scope-limiting, not enabling; system prompts are the opposite — never evaluated unless wrapped in `guardContent`). Whether the prompt-attack filter specifically runs on untagged Converse messages is not documented — verify with a red-team test before relying on it.]"
C-s3-2-bullet-008-b,s3-2,bullet,8,180,e75a272ca3edba90889ba4c590930714f26eda04,S,F5-6,,,,,OVERRIDE:C-s3-2-bullet-008-b,split-part b of C-s3-2-bullet-008,"Converse requires guardContent on the block to be evaluated  [split of: Prompt Attack detection — **requires input tagging on InvokeModel**: with InvokeModel / InvokeModelWithResponseStream, prompt-attack filtering is ONLY applied to content wrapped in input tags (""If there are no tags, prompt attacks … will not be filtered""). Use a random `tagSuffix` per request to prevent tag-injection. **Converse/ConverseStream behave differently**: message content is evaluated by default with no tagging needed — but once you add ANY `guardContent` block, the guardrail evaluates ONLY the guarded blocks and skips the rest (scope-limiting, not enabling; system prompts are the opposite — never evaluated unless wrapped in `guardContent`). Whether the prompt-attack filter specifically runs on untagged Converse messages is not documented — verify with a red-team test before relying on it.]"
C-s3-2-bullet-008-c,s3-2,bullet,8,180,e75a272ca3edba90889ba4c590930714f26eda04,S,F5-6,,,,,OVERRIDE:C-s3-2-bullet-008-c,split-part c of C-s3-2-bullet-008,"Tagging scope is limited to the tagged block only  [split of: Prompt Attack detection — **requires input tagging on InvokeModel**: with InvokeModel / InvokeModelWithResponseStream, prompt-attack filtering is ONLY applied to content wrapped in input tags (""If there are no tags, prompt attacks … will not be filtered""). Use a random `tagSuffix` per request to prevent tag-injection. **Converse/ConverseStream behave differently**: message content is evaluated by default with no tagging needed — but once you add ANY `guardContent` block, the guardrail evaluates ONLY the guarded blocks and skips the rest (scope-limiting, not enabling; system prompts are the opposite — never evaluated unless wrapped in `guardContent`). Whether the prompt-attack filter specifically runs on untagged Converse messages is not documented — verify with a red-team test before relying on it.]"
C-s3-2-bullet-008-d,s3-2,bullet,8,180,e75a272ca3edba90889ba4c590930714f26eda04,C,F1-8,,,,,OVERRIDE:C-s3-2-bullet-008-d,split-part d of C-s3-2-bullet-008,"The three prompt-attack subtypes are separately configurable  [split of: Prompt Attack detection — **requires input tagging on InvokeModel**: with InvokeModel / InvokeModelWithResponseStream, prompt-attack filtering is ONLY applied to content wrapped in input tags (""If there are no tags, prompt attacks … will not be filtered""). Use a random `tagSuffix` per request to prevent tag-injection. **Converse/ConverseStream behave differently**: message content is evaluated by default with no tagging needed — but once you add ANY `guardContent` block, the guardrail evaluates ONLY the guarded blocks and skips the rest (scope-limiting, not enabling; system prompts are the opposite — never evaluated unless wrapped in `guardContent`). Whether the prompt-attack filter specifically runs on untagged Converse messages is not documented — verify with a red-team test before relying on it.]"
C-s3-2-bullet-009,s3-2,bullet,9,181,38ed3c10baf6c874e2c4a39636f253d9f4716cea,S,F3-7 F1-13,,,,,OVERRIDE:C-s3-2-bullet-009,,Contextual Grounding checks (see limits in Section 5.1)
C-s3-2-bullet-010,s3-2,bullet,10,182,4ea93015ab02e9e1e6c586f64ad51803434c4f79,C,F1-14,,,,,OVERRIDE:C-s3-2-bullet-010,,Automated Reasoning checks (detect mode only; English (US) only; available in 6 Regions; no streaming support)
C-s3-2-bullet-011,s3-2,bullet,11,186,985889cdbdea264ba6384522a369dbf168843575,C,F1-7 F1-10,,,,,TYPE:s3-2/bullet,,Create a Guardrail resource in Amazon Bedrock Console or via API
C-s3-2-bullet-012,s3-2,bullet,12,187,582f2b5644c8eedd677664b386f0db766332e950,C,F1-7 F1-10,,,,,TYPE:s3-2/bullet,,Obtain `guardrailIdentifier` and `guardrailVersion`
C-s3-2-bullet-013,s3-2,bullet,13,188,f8e0c7864a5e7a1fbf8a9e3ec522b1f486109a9d,C,F1-7 F1-10,,,,,TYPE:s3-2/bullet,,Attach to model invocation in agent code
C-s3-2-bullet-014,s3-2,bullet,14,192,c95b46809c4c31fa35c66d790f730eda69b9ea4a,S,F6-2,M-parallel-input-evaluation,yes,,,OVERRIDE:C-s3-2-bullet-014,,"For input evaluation, all configured policies are evaluated IN PARALLEL (officially documented: ""the input is evaluated in parallel for each configured policy"")"
C-s3-2-bullet-015,s3-2,bullet,15,193,c5fa6c2a75f4d25f3c37c158fb60e3d96a3e9dbc,C,F1-7 F1-10,,,,,TYPE:s3-2/bullet,,Latency increases with the number of policies and input content length
C-s3-2-bullet-016,s3-2,bullet,16,194,4913b39d52f41f54d7db80388f27d85f9dc8c122,C,F1-7 F1-10,,,,,TYPE:s3-2/bullet,,"If blocked, model inference is skipped (net latency and cost saving for violating inputs)"
C-s3-2-numitem-001,s3-2,numitem,1,198,97ab5d8e648b199ca44791ce14a65aa01a938905,C,F1-11,,,,,OVERRIDE:C-s3-2-numitem-001,,"A single guardrail resource supports separate input vs. output settings — content filters have independent `inputStrength` / `outputStrength`, and sensitive-info entities have independent `inputAction` / `outputAction`. Prefer one resource with per-direction settings over maintaining two resources."
C-s3-2-numitem-002,s3-2,numitem,2,199,aba96a84893cb869897f79bffcf2dd4231271af3,S,F3-3 F6-2,,,,,OVERRIDE:C-s3-2-numitem-002,,"Avoid redundant policies — if Gateway Guardrails already handle prompt attacks, consider removing duplicate checks here (but note the Regional and tagging constraints above before relying on either layer alone)"
C-s3-2-numitem-003,s3-2,numitem,3,200,1d1eaeb5bfd75a33e6e43d2dae271c94c2864a65,O,F7-3,M-guardrails-namespace,no,C-bedrock-guardrails-metrics-prose-001,,INHERIT:C-bedrock-guardrails-metrics-prose-001 (via M-guardrails-namespace),,"Use the InvocationLatency CloudWatch metric under the **`AWS/Bedrock/Guardrails`** namespace to track ApplyGuardrail overhead. For guardrail overhead INSIDE a model invocation, CloudWatch has no direct metric — read the `invocationMetrics.guardrailProcessingLatency` field from the invocation trace/response instead."
C-s3-2-numitem-004,s3-2,numitem,4,201,55d67c5c5fca0faf12077b19591533b67d7835e2,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s3-2/numitem,,"For latency-sensitive applications, enable only essential policies at this layer and defer comprehensive checks to async evaluation"
C-s3-2-numitem-005,s3-2,numitem,5,202,2af758c6bc1bc722eae1f10be368e23ecd0072cc,S,F3-11,M-auto-model-updates,yes,,,OVERRIDE:C-s3-2-numitem-005,,"AWS periodically and automatically updates the underlying guardrail models (""Updates apply automatically and require no action on your part""). Maintain a regression test set and re-validate guardrail behavior on a schedule — past evaluation results do not guarantee future behavior."
C-s3-3-prose-001,s3-3,prose,1,208,487ef66782e64741ab991ab1a9f88571568ab1bf,C,F1-2,,,,,TYPE:s3-3/prose,,**Service:** Amazon Bedrock Runtime — ApplyGuardrail API
C-s3-3-bullet-001,s3-3,bullet,1,212,e2303bed076ad4da1a3c0fd8666c00e896f280c8,C,F1-2,,,,,TYPE:s3-3/bullet,,"Provides the same guardrail evaluation as Hop #2 but as a standalone API call, decoupled from foundation models"
C-s3-3-bullet-002,s3-3,bullet,2,213,b4868a9d524f6b626322f1112c3d35a2a10e9d0a,C,F1-2,,,,,TYPE:s3-3/bullet,,"Suitable for third-party models, self-hosted models, or LiteLLM Gateway scenarios"
C-s3-3-bullet-003,s3-3,bullet,3,214,20fbefeb32bc1fbd7d93623427532f40e87da0c6,C,F1-2,,,,,TYPE:s3-3/bullet,,Customer controls when and how the API is called
C-s3-3-code-001,s3-3,code,1,218,f301bddc4c77f0b9c6f027a8ab1d00123cab0b1e,C,F1-2,,,,,OVERRIDE:C-s3-3-code-001,lang=python,"response = client.apply_guardrail( guardrailIdentifier=""your-guardrail-id"", guardrailVersion=""1"", source=""INPUT"", content=[{""text"": {""text"": user_prompt}}] )"
C-s3-3-bullet-004,s3-3,bullet,4,229,f818b4ec774ed82b5ee080a7d6999267c6017629,C,F1-2,,,,,TYPE:s3-3/bullet,,Adds a full round-trip API call to Bedrock Runtime
C-s3-3-bullet-005,s3-3,bullet,5,230,805579e28cb0dc399fe367b2097cf81d647cc67e,C,F1-20,,,,,OVERRIDE:C-s3-3-bullet-005,,Consider batching content blocks for high-throughput workloads: passing multiple content items in a single ApplyGuardrail call reduces the number of round trips. (AWS publishes no specific speed-up figures; the related InvokeGuardrailChecks API documents a hard limit of 10 content blocks per message.)
C-s3-3-numitem-001,s3-3,numitem,1,234,050c21fe3e04c3a266ca25cd064f91af0aed83e5,S,F2-5,M-guardrails-nondeterministic,no,C-s3-1-bullet-013,,OVERRIDE:C-s3-3-numitem-001,,"Caching guardrail decisions is high-risk and should be tightly constrained if used at all: guardrail evaluation is non-deterministic, AWS auto-updates the underlying models, and ""similar"" inputs can differ exactly in the attack payload. If you cache, restrict it to **exact-match inputs only, with a short TTL, and never for the prompt-attack category**."
C-s3-3-numitem-002,s3-3,numitem,2,235,019977dc53219535b4695aa6c075171decd88ae6,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s3-3/numitem,,Use content-array batching to reduce the number of API calls
C-s3-3-numitem-003,s3-3,numitem,3,236,4db143f0beaf61a62e8da8c1b26201c5ecf5a647,S,F10-3,,,,,OVERRIDE:C-s3-3-numitem-003,,"Apply selective evaluation — not all inputs require full guardrail assessment (input tagging also enables evaluating only the user-supplied portion of a RAG prompt, reducing text units billed)"
C-s3-3-numitem-004,s3-3,numitem,4,237,fa61c8efb545e199a5dbcfd37de9e897982c3c34,X,,,,,"'AWS does not document fail-open vs fail-closed' is a claim about the ABSENCE of documentation. Not falsifiable by experiment: finding the behaviour empirically (F5-4b does) would not show that AWS documents it. The testable half — what the actual posture is — is covered by F5-4b. Remedy: none; this is a correctly-scoped statement about the documentation record, verifiable only by review of AWS docs at a stated date.",OVERRIDE:C-s3-3-numitem-004,,Set timeouts and circuit breakers for the API call to prevent latency spikes from blocking the entire request. **Decide your failure posture explicitly**: AWS does not document fail-open vs. fail-closed behavior for Bedrock Guardrails errors during model invocation — your application owns this decision when calling ApplyGuardrail (fail-closed is the safe default for regulated workloads).
C-s3-4-thead-001,s3-4,thead,1,245,c6de3419c1792c3d9d71a38356e9d47cbe6d5148,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,|| **Classic tier** || **Standard tier**
C-s3-4-trow-001,s3-4,trow,1,247,195da909f1ef778da2954c8858e7768ebcfbf8c6,S,F8-2,M-tier-language-ineffective,no,C-s3-4-bullet-001-a,,INHERIT:C-s3-4-bullet-001-a (via M-tier-language-ineffective),cells=3,"Content filter / prompt attack languages || English, French, Spanish only || Dozens of languages, incl. Chinese (Simplified), Japanese, Korean, German, Hindi, Arabic, and more"
C-s3-4-trow-002,s3-4,trow,2,248,77b07063570bc18f5d6edff60bdfd3fc1d278c48,C,F1-6 F1-10 F8-4 F8-5,,,,,TYPE:s3-4/trow,cells=3,Prompt leakage detection || No || Yes
C-s3-4-trow-003,s3-4,trow,3,249,ed4f1055b7e39daf6cee4ba179c4259149503121,C,F1-6 F1-10 F8-4 F8-5,,,,,TYPE:s3-4/trow,cells=3,"Denied topic definition length || 200 chars || 1,000 chars"
C-s3-4-trow-004,s3-4,trow,4,250,4e1833f3d35d8390d654d348127101153e0414fa,C,F1-6 F1-10 F8-4 F8-5,,,,,TYPE:s3-4/trow,cells=3,Cross-Region inference || Not used || **Required** (`crossRegionConfig` / guardrail profile)
C-s3-4-mermaid-001,s3-4,mermaid,1,254,f16c072ec487b60eb3bf7f9150017f38b4ca8dcb,C,F1-6 F8-2,,,,,TYPE:s3-4/mermaid,,Traffic language?
C-s3-4-mermaid-002,s3-4,mermaid,2,254,7cffa881ab7250298e75d5470390ac079146cd03,C,F1-6 F8-2,,,,,TYPE:s3-4/mermaid,,"Need prompt-leakage detection or 1,000-char topic definitions?"
C-s3-4-mermaid-003,s3-4,mermaid,3,254,afb38e073dd0c0e7c236e7cb0d0a48d2c88cdc46,C,F1-6 F8-2,,,,,TYPE:s3-4/mermaid,,EN / FR / ES only
C-s3-4-mermaid-004,s3-4,mermaid,4,254,86fd314d7176f6fc33668a2c9e10190f63961590,C,F1-6 F8-2,,,,,TYPE:s3-4/mermaid,,Standard tier (only option with real protection)
C-s3-4-mermaid-005,s3-4,mermaid,5,254,adf03fdcd4f5f7da799109f1c865aca939bdd200,C,F1-6 F8-2,,,,,TYPE:s3-4/mermaid,,Chinese / Japanese / Korean / other languages
C-s3-4-mermaid-006,s3-4,mermaid,6,254,8939b49740ebe19c05e97f4bbbe81aa44ecf36fa,C,F1-6 F8-2,,,,,TYPE:s3-4/mermaid,,Classic tier data stays in-Region
C-s3-4-mermaid-007,s3-4,mermaid,7,254,816c52fd2bdd94a63cd0944823a6c0aa9384c103,C,F1-6 F8-2,,,,,TYPE:s3-4/mermaid,,No
C-s3-4-mermaid-008,s3-4,mermaid,8,254,5397e0583f14f6c88de06b1ef28f460a1fb5b0ae,C,F1-6 F8-2,,,,,TYPE:s3-4/mermaid,,Yes
C-s3-4-mermaid-009,s3-4,mermaid,9,254,f5f638e0fda0802fe0cdc30748637fc3cc8e6603,C,F1-6 F8-2,,,,,TYPE:s3-4/mermaid,,Data-residency allows cross-Region inference within the geography?
C-s3-4-mermaid-010,s3-4,mermaid,10,254,27da7426b7f969047b5d2912ea8dcda4bea01aaf,C,F1-6 F8-2,,,,,TYPE:s3-4/mermaid,,Use Standard tier (crossRegionConfig required)
C-s3-4-mermaid-011,s3-4,mermaid,11,254,3b917f71c9b95332293d9062b2fe5e45ac8b5d4f,S,F8-2,M-tier-language-ineffective,no,C-s3-4-bullet-001-a,,INHERIT:C-s3-4-bullet-001-a (via M-tier-language-ineffective),,⚠️ Gap: no compliant guardrail option — escalate before deployment; Classic would be silently ineffective
C-s3-4-bullet-001-a,s3-4,bullet,1,267,2a07ad48c70ebedec5339b7066862e4352e3815a,S,F8-2,M-tier-language-ineffective,yes,,,OVERRIDE:C-s3-4-bullet-001-a,split-part a of C-s3-4-bullet-001,"CLASSIC tier does not detect violations in zh/ja/ko  [split of: Official warning: ""Guardrails are ineffective with languages that aren't supported."" A Classic-tier guardrail provides essentially no protection for Chinese/Japanese/Korean traffic.]"
C-s3-4-bullet-001-b,s3-4,bullet,1,267,2a07ad48c70ebedec5339b7066862e4352e3815a,O,F8-2 F7-3,,,,,OVERRIDE:C-s3-4-bullet-001-b,split-part b of C-s3-4-bullet-001,"The failure is SILENT: no error, no signal that evaluation was inert  [split of: Official warning: ""Guardrails are ineffective with languages that aren't supported."" A Classic-tier guardrail provides essentially no protection for Chinese/Japanese/Korean traffic.]"
C-s3-4-bullet-002,s3-4,bullet,2,268,ae9303a8ecb1d3cca0a59b69ae33ed5222dc6e11,O,F8-6,,,,,OVERRIDE:C-s3-4-bullet-002,,"Standard tier's mandatory cross-Region inference keeps data within the same geography (e.g., US requests stay in US Regions) at no extra cost, but ""your input prompts and output results might move outside of your primary Region"" — reconcile this with data-residency commitments and with the Guardrails-in-policy Regional constraint in Section 1."
C-s3-4-bullet-003,s3-4,bullet,3,269,89482cee94aeac2be7623cd43f9a63eb1fcec650,E,F1-26 F8-7,,,,,OVERRIDE:C-s3-4-bullet-003,,"Word filters support English, French, and Spanish only, on either tier."
C-s3-4-bullet-004,s3-4,bullet,4,270,90ae21c551033cbcea8ee340d655d48554896100,C,F1-14 F8-8,,,,,OVERRIDE:C-s3-4-bullet-004,,Automated Reasoning checks are English (US) only.
C-s4-prose-001,s4,prose,1,276,7395b42713f87a43b26536a2c8ddf49a1d1de9d1,D,,,,,"Cross-reference stating that Hop #3 (model inference) is not a guardrail checkpoint. This is a consequence of the document's own hop numbering from 2.1, which is definitional; there is no AWS behaviour that could make it false. The latency of Hop #3 IS measured, as part of F6-6's end-to-end total.",TYPE:s4/prose,,(Hop #3 — model inference — is not a guardrail checkpoint; it appears in the latency budget in Section 6.1.)
C-s4-1-prose-001,s4-1,prose,1,280,20f8d9467790f250dea03daccd4f4082d96ad1c6,C,F1-5,,,,,TYPE:s4-1/prose,,**Service:** Amazon Bedrock AgentCore Policy (Cedar-based)
C-s4-1-bullet-001,s4-1,bullet,1,284,9300b4124fff284d6f3deb2239b566a040f543ef,E,F4-4 F4-5 F2-1,,,,,TYPE:s4-1/bullet,,Intercepts EVERY agent-to-tool request through the AgentCore Gateway
C-s4-1-bullet-002,s4-1,bullet,2,285,a1a8ccaf0dfba61ab64cf208212d38a94924ec5d,S,F2-2 F2-3 F2-4,M-guardrails-nondeterministic,no,C-s3-1-bullet-013,,INHERIT:C-s3-1-bullet-013 (via M-guardrails-nondeterministic),,Makes deterministic allow/deny decisions based on Cedar policy logic
C-s4-1-bullet-003,s4-1,bullet,3,286,7f3f104886da684840b1f256e3472a8047e8312f,S,F5-5 F2-1,M-cedar-immune-to-injection,yes,,,OVERRIDE:C-s4-1-bullet-003,,Immune to prompt injection — operates outside the model's reasoning
C-s4-1-bullet-004,s4-1,bullet,4,290,852634dc028b7b267d35be2aa80dd65470e834b4,S,F2-2 F2-3 F2-4,M-guardrails-nondeterministic,no,C-s3-1-bullet-013,,INHERIT:C-s3-1-bullet-013 (via M-guardrails-nondeterministic),,**Deterministic** (not probabilistic like guardrails)
C-s4-1-bullet-005,s4-1,bullet,5,291,cf895deb1400dba8f9cd8192caf7cde17838cfa9,E,F4-1 F1-3,M-default-deny-permit-gotcha,no,C-s3-1-quote-001,,INHERIT:C-s3-1-quote-001 (via M-default-deny-permit-gotcha),,"Default-deny: if no policy matches, the request is denied"
C-s4-1-bullet-006,s4-1,bullet,6,292,69b823c844596d39498fae1b1e78571c64856fa8,E,F4-4 F4-5 F2-1,,,,,TYPE:s4-1/bullet,,"Evaluates tool-call level authorization (which tool, what parameters, under what conditions)"
C-s4-1-bullet-007,s4-1,bullet,7,293,918bea1dcfb1fe787a2ea91fd3058715af428491,C,F1-15,,,,,OVERRIDE:C-s4-1-bullet-007,,"Policy/guardrails apply to three gateway target types — MCP targets (`POST /mcp`, JSON-RPC `tools/call`), HTTP runtime targets (`POST /<target>/invocations`), and HTTP inference targets (`POST /inference`) — not MCP tools only"
C-s4-1-bullet-008-a,s4-1,bullet,8,294,b121bde0816c75f46b1997344aea05eda700e90d,X,,M-fail-secure-timeout-deny,no,C-s3-1-bullet-014-a,"Restatement of the timeout-DENY claim in 3.1, merged via M-fail-secure-timeout-deny; the same absence of a fault-injection surface applies. Proxies F5-4a/F5-4b are run. Remedy: identical to the canonical site C-s3-1-bullet-014-a — an AWS-documented timeout guarantee or a fault-injection capability. Recorded here rather than deferred to the canonical row so that this site is independently visible to the v1.3 amendment pass; a claim amended at one of its sites is not amended.",SPLIT_X:C-s4-1-bullet-008-a,split-part a of C-s4-1-bullet-008,Fail-secure: evaluation timeouts result in DENY  [split of: Fail-secure: evaluation timeouts result in automatic DENY]
C-s4-1-bullet-008-b,s4-1,bullet,8,294,b121bde0816c75f46b1997344aea05eda700e90d,E,F5-4a F5-4b,,,,,OVERRIDE:C-s4-1-bullet-008-b,split-part b of C-s4-1-bullet-008,Fail-secure: unevaluable conditions result in DENY  [split of: Fail-secure: evaluation timeouts result in automatic DENY]
C-s4-1-bullet-009,s4-1,bullet,9,298,50b5986349f8c46f4c43c6cb3470e6c9651b8e18,E,F4-4 F4-5 F2-1,,,,,TYPE:s4-1/bullet,,"Cedar policy evaluation is deterministic and fast (formal logic, not ML inference)"
C-s4-1-bullet-010,s4-1,bullet,10,299,71135ee495e192899b73a660980e6cb4696e1eb9,E,F4-4 F4-5 F2-1,,,,,TYPE:s4-1/bullet,,Minimal latency overhead compared to guardrail evaluation
C-s4-1-bullet-011,s4-1,bullet,11,300,c7f225ac34bfbddde989435bdf3e8b209d670b64,O,F7-4 F7-5,,,,,OVERRIDE:C-s4-1-bullet-011,,Spans are emitted for policy operations when tracing is enabled
C-s4-1-numitem-001,s4-1,numitem,1,304,db4a90bb0233c799bb989e27a46c926fe0586557,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s4-1/numitem,,Use Cedar Policy for tool-level access control — it's faster and more reliable than guardrails for authorization decisions
C-s4-1-numitem-002,s4-1,numitem,2,305,80e78454d62efee284051475b83ad3c67b91e3ed,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s4-1/numitem,,Do NOT rely on guardrails alone for tool authorization — guardrails are probabilistic; Cedar is deterministic
C-s4-1-numitem-003,s4-1,numitem,3,306,cdc61f6fde60d8936f43a25a95905533b61ff04a,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s4-1/numitem,,Follow least-privilege principle: explicitly permit only required tool actions
C-s4-1-numitem-004,s4-1,numitem,4,307,071f52f4302bdad59774b717d7e2cc1e229c75a3,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s4-1/numitem,,Monitor policy evaluation latency via AgentCore Policy metrics in CloudWatch (Section 6.2)
C-s4-1-numitem-005,s4-1,numitem,5,308,2256aa642a6142a4673dba8f6d4afcd6a29959aa,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s4-1/numitem,,Keep policy rules focused and minimal — overly complex policies add evaluation time
C-s4-1-numitem-006,s4-1,numitem,6,309,e7d61201aa963c87faa3eec6196f50b64f6e82d1,E,F4-3 F1-1,M-two-level-log-only,yes,,,OVERRIDE:C-s4-1-numitem-006,,"Use the two-level LOG_ONLY controls deliberately: the policy ENGINE has a `mode` (ENFORCE default / LOG_ONLY) and each POLICY has an `enforcementMode` (ACTIVE default / LOG_ONLY). **Engine mode takes precedence — an engine in LOG_ONLY blocks nothing, even if individual policies are ACTIVE.** Verify engine mode is ENFORCE before relying on any policy in production."
C-s4-1-mermaid-001,s4-1,mermaid,1,311,cb92393f59278fa9683dce4f1a81735a3be39d66,E,F4-3,,,,,TYPE:s4-1/mermaid,,Tool-call request
C-s4-1-mermaid-002,s4-1,mermaid,2,311,03c3028945264bbb6eae7a6081d7a250eedbab22,E,F4-3,,,,,TYPE:s4-1/mermaid,,Engine mode?
C-s4-1-mermaid-003,s4-1,mermaid,3,311,99bc3af65e5082ab0567dc7556de380d7495b392,E,F4-3 F1-1,M-two-level-log-only,no,C-s4-1-numitem-006,,INHERIT:C-s4-1-numitem-006 (via M-two-level-log-only),,⚠️ NOTHING is blocked (even ACTIVE policies) all decisions logged only
C-s4-1-mermaid-004,s4-1,mermaid,4,311,22561ca44daa6408ac6b10a537ebfe422c2c9b49,E,F4-3,,,,,TYPE:s4-1/mermaid,,LOG_ONLY
C-s4-1-mermaid-005,s4-1,mermaid,5,311,da344beeeeea607bc0066114b13e5829fc4d67dd,C,F1-1,,,,,OVERRIDE:C-s4-1-mermaid-005,,Policy enforcementMode?
C-s4-1-mermaid-006,s4-1,mermaid,6,311,076df6e2cbd50fef6d4f71b04b1bbd411c0b7a7b,E,F4-3,,,,,TYPE:s4-1/mermaid,,ENFORCE
C-s4-1-mermaid-007,s4-1,mermaid,7,311,80880083e80facf1f8167e0bcd758a089ad6f2aa,E,F4-3,,,,,TYPE:s4-1/mermaid,,Policy can DENY / suppressOutput (default-deny applies)
C-s4-1-mermaid-008,s4-1,mermaid,8,311,c72633f673ef54769f56bbaf78d2baf4858bf7c3,E,F4-3,,,,,TYPE:s4-1/mermaid,,ACTIVE
C-s4-1-mermaid-009,s4-1,mermaid,9,311,ec76dff170fe436d98a86e0380ff4a457cfe1042,E,F4-3,,,,,TYPE:s4-1/mermaid,,"Policy evaluated side-by-side, logs LogOnlyMatches / LogOnlyDecisionFlips, never blocks"
C-s4-1-prose-007,s4-1,prose,7,322,3d93439eefaa9cbf9f47e44f49c533d25a271bd2,C,F1-24 F1-25,,,,,OVERRIDE:C-s4-1-prose-007,,"**Limitations of guardrails in policy:** (1) no regex or pattern matching — guardrails use ML scoring, not regular expressions; (2) you cannot mix standard Cedar `when {…}` with `when guardrails {…}` — the guardrails block replaces the standard condition; (3) a `when guardrails {…}` block must contain at least one guardrail definition."
C-s4-1-quote-001,s4-1,quote,1,324,670b873e3589ef469829b1fa4f0136906baf9317,C,F1-16,,,,,OVERRIDE:C-s4-1-quote-001,,"**Complementary control — Gateway Lambda interceptors:** in addition to Cedar policy, AgentCore Gateway supports REQUEST/RESPONSE Lambda interceptors that provide tool-level, operation-level, and parameter-level access control (JWT claims validation, RBAC/ABAC, response filtering/sanitization, per-user rate limiting). They run at the same gateway boundary as Hops #4/#5 and can implement checks Cedar cannot express (e.g., regex validation). Security note: with `passRequestHeaders` enabled, ALL headers — including OAuth bearer tokens — are forwarded to the customer Lambda; treat interceptor Lambdas as security-sensitive boundaries. (AgentCore Service Approval Accelerator v2.9, Gateway section.)"
C-s4-2-prose-001,s4-2,prose,1,328,e81bed72743d02a49549213a4c3507b6bd7318ed,C,F1-17,,,,,TYPE:s4-2/prose,,**Service:** AgentCore Gateway Policy — Guardrails on Tool I/O
